train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res0res0
log_root,../output/logs/res0
modal,multi
model_name,hsi_lidarres0
log_name,hsi_lidarres0
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,1
version,0
loss_num,3
figure_root,../output/depose/res0
vis_interval,50
identity,res0
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,True
use_drfuse_loss,True
name,hsi_lidarres0
0.0,0.0,0.0,0.0,0.0,0.084939,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res0res0
log_root,../output/logs/res0
modal,multi
model_name,hsi_lidarres0
log_name,hsi_lidarres0
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,1
version,0
loss_num,3
figure_root,../output/depose/res0
vis_interval,50
identity,res0
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,False
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres0
0.0,0.0,0.0,0.0,0.0,0.087235,0
2.7004707283443876,0.0,0.0,0.0,225.38288319905598,0.10191,0
2.6049604574839273,0.0,0.0,0.0,68.26481424967447,0.16668,0
2.540772369172838,0.0,0.0,0.0,66.32844399346246,0.147167,0
2.4911541673872204,0.0,0.0,0.0,68.1594243367513,0.15799,0
2.4454700628916424,0.0,0.0,0.0,71.75858476426866,0.186439,0
2.409160958396064,0.0,0.0,0.0,75.13251241048177,0.197098,0.197098
2.3863019943237305,0.0,0.0,0.0,71.52735930548774,0.201279,0.201279
2.3517492771148683,0.0,0.0,0.0,69.85445997450087,0.167746,0.201279
2.340160910288493,0.0,0.0,0.0,70.96334669325087,0.191523,0.201279
2.321848249435425,0.0,0.0,0.0,73.04382214016384,0.20669,0.20669
2.3124993006388346,0.0,0.0,0.0,71.65237274169922,0.198245,0.20669
2.3048974725935194,0.0,0.0,0.0,68.46597306993273,0.184636,0.20669
2.303313371870253,0.0,0.0,0.0,71.45279151068793,0.189309,0.20669
2.2929517057206894,0.0,0.0,0.0,67.65588048299153,0.195294,0.20669
2.3014516671498617,0.0,0.0,0.0,73.2955453660753,0.199229,0.20669
2.27925304306878,0.0,0.0,0.0,71.31216591729059,0.194146,0.20669
2.2759210586547853,0.0,0.0,0.0,68.63201336330837,0.195048,0.20669
2.271376175350613,0.0,0.0,0.0,68.47177098592122,0.19595,0.20669
2.269684394200643,0.0,0.0,0.0,72.46439060635036,0.184718,0.20669
2.279969114727444,0.0,0.0,0.0,69.42629776000976,0.175125,0.20669
2.2699884361690943,0.0,0.0,0.0,68.56642142401802,0.191604,0.20669
2.2579832288953994,0.0,0.0,0.0,65.42061030069986,0.198901,0.20669
2.2704636043972437,0.0,0.0,0.0,67.86025755140517,0.204395,0.20669
2.2600388367970785,0.0,0.0,0.0,71.16945080227322,0.171764,0.20669
2.255666579140557,0.0,0.0,0.0,67.83612560696072,0.136509,0.20669
2.2594567881690133,0.0,0.0,0.0,71.70795593261718,0.202263,0.20669
2.2575213644239636,0.0,0.0,0.0,71.60628526475695,0.199967,0.20669
2.2456892331441245,0.0,0.0,0.0,71.58439466688368,0.197508,0.20669
2.2531511942545572,0.0,0.0,0.0,68.72400656806099,0.124293,0.20669
2.255261352327135,0.0,0.0,0.0,66.82691328260634,0.126425,0.20669
2.248890437020196,0.0,0.0,0.0,71.03176812065972,0.136837,0.20669
2.253126621246338,0.0,0.0,0.0,71.7366943359375,0.127736,0.20669
2.256683709886339,0.0,0.0,0.0,69.5546043395996,0.137657,0.20669
2.2542493078443737,0.0,0.0,0.0,66.41907721625434,0.125441,0.20669
2.257334820429484,0.0,0.0,0.0,69.5025378757053,0.127572,0.20669
2.260623741149902,0.0,0.0,0.0,68.58065880669488,0.130688,0.20669
2.2625211079915366,0.0,0.0,0.0,67.77200597127279,0.131426,0.20669
2.2575824578603108,0.0,0.0,0.0,69.73099611070421,0.129458,0.20669
2.2631166166729395,0.0,0.0,0.0,65.68198127746582,0.131262,0.20669
2.255062452952067,0.0,0.0,0.0,66.56884066263835,0.124375,0.20669
2.3124304983350967,0.0,0.0,0.0,70.73926467895508,0.1848,0.20669
2.2861564636230467,0.0,0.0,0.0,67.62250747680665,0.124621,0.20669
2.2601143466101754,0.0,0.0,0.0,70.31579767862955,0.138805,0.20669
2.25751338534885,0.0,0.0,0.0,69.62902238633897,0.126015,0.20669
2.266626654730903,0.0,0.0,0.0,68.1692696041531,0.132,0.20669
2.2730349699656167,0.0,0.0,0.0,68.16075541178385,0.13077,0.20669
2.2718675719367134,0.0,0.0,0.0,68.37722278171115,0.12872,0.20669
2.288393412695991,0.0,0.0,0.0,65.99746195475261,0.13241,0.20669
2.2961751249101425,0.0,0.0,0.0,68.33501603868272,0.138395,0.20669
2.2985120587878756,0.0,0.0,0.0,66.33074578179253,0.138477,0.20669
2.353090116712782,0.0,0.0,0.0,62.69314431084527,0.127244,0.20669
2.4261309411790637,0.0,0.0,0.0,48.3366694132487,0.119948,0.20669
2.4102842171986896,0.0,0.0,0.0,41.97343139648437,0.130114,0.20669
2.402026144663493,0.0,0.0,0.0,43.1458246866862,0.121997,0.20669
2.4027990341186523,0.0,0.0,0.0,43.03909386528863,0.113716,0.20669
2.4036925845676,0.0,0.0,0.0,42.68304341634114,0.126507,0.20669
2.402598015467326,0.0,0.0,0.0,43.179476504855685,0.11757,0.20669
2.39616592725118,0.0,0.0,0.0,43.96361397637261,0.120849,0.20669
2.405501879586114,0.0,0.0,0.0,43.15016250610351,0.12831,0.20669
2.396263429853651,0.0,0.0,0.0,42.465062925550676,0.155202,0.20669
2.4148350132836236,0.0,0.0,0.0,42.738971371120876,0.149053,0.20669
2.4081257767147486,0.0,0.0,0.0,43.58027267456055,0.161925,0.20669
2.407505432764689,0.0,0.0,0.0,42.13946533203125,0.169304,0.20669
2.4065663443671332,0.0,0.0,0.0,42.64000451829698,0.146102,0.20669
2.409269513024224,0.0,0.0,0.0,43.3542239718967,0.167746,0.20669
2.4108286539713544,0.0,0.0,0.0,42.24012586805556,0.16996,0.20669
2.400030591752794,0.0,0.0,0.0,43.02060072157118,0.148397,0.20669
