train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,1
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.011724,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,1
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.085349,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,0
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.023366,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,0
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.023366,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,0
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.03878,0
train_epoch,300
batch_size,64
lr,0.0005
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models/res1res1
log_root,../output/logs/res1
modal,multi
model_name,hsi_lidarres1
log_name,hsi_lidarres1
backbone,couple_cross_fc
patch_size,7
p,"[0, 0]"
location,after
labma_unimodal,1.0
data_root,../data/Huston2013
pair_modalities,"['hsi', 'lidar']"
l1_loss,0.003
gama,1.003
osc,0.8
t_max,2.0
gpu,0
version,0
loss_num,3
figure_root,../output/depose/res1
vis_interval,50
identity,res1
threshold,0.0
lambda0,1
lambda1,0.5
lambda2,0.5
lidar_lambda,1
use_md_loss,True
use_id_loss,True
use_intra_loss,False
use_drfuse_loss,False
name,hsi_lidarres1
0.0,0.0,0.0,0.0,0.0,0.020251,0
2.676120816336738,0.0,10.888185267978244,0.0,243.37110917833115,0.081905,0
2.5976498126983643,0.0,10.897659005059136,0.0,67.99266510009765,0.104124,0
2.550754902097914,0.0,10.885468292236329,0.0,62.384558020697696,0.175863,0
2.4915312661064997,0.0,10.891950374179416,0.0,67.84996575249566,0.13118,0
2.4572844134436713,0.0,10.885961066351996,0.0,69.6012446085612,0.169714,0
2.417577123641968,0.0,10.888940895928277,0.0,74.47512596978082,0.152742,0.152742
2.3966053114997017,0.0,10.887660556369358,0.0,67.66800884670681,0.157416,0.157416
2.3654064019521077,0.0,10.886320453219943,0.0,70.25789116753472,0.176355,0.176355
2.3477285914950903,0.0,10.883923043145074,0.0,69.20926183064779,0.184882,0.184882
2.3365292019314237,0.0,10.8847870932685,0.0,66.98607669406466,0.172091,0.184882
2.329766776826647,0.0,10.883885383605957,0.0,73.82300635443794,0.115356,0.184882
2.320764589309692,0.0,10.884651226467556,0.0,73.59982062445746,0.197672,0.197672
2.305271116892497,0.0,10.88817647298177,0.0,66.54982647365993,0.164057,0.197672
2.3037737210591636,0.0,10.890678109063042,0.0,69.44822718302409,0.202837,0.202837
2.304086764653524,0.0,10.886408021714953,0.0,68.07517437405056,0.190539,0.202837
2.2999044259389243,0.0,10.885491752624512,0.0,67.1104987250434,0.187669,0.202837
2.2886921988593207,0.0,10.885563892788356,0.0,71.3049415588379,0.184144,0.202837
2.2789738072289363,0.0,10.886133257548014,0.0,70.89945136176215,0.205214,0.205214
